OBJECTID,Field name,Field region,Reporting unit name,Reporting Unit Type Code,Reporting Unit Type Description,"Onshore,Offshore Flag",Reporting Period Date,Reporting Period in yyyymm format,Reporting Period Month,Reporting Period Month Name,Reporting Period Year,Oil Production Mass (tonnes),Oil Production Volume (m3),Oil Production volume (mb/d),Oil production density (Kg/m3),Dry gas production mass (tonnes),Dry gas production volume (ksm3),Dry Gas Production volume (MMscf/d),Dry Gas Production Density (kg/sm3),Associated gas production mass (tonnes),Associated Gas Production Volume (MMscf/d),Associated Gas Production Volume (ksm3),Associated Gas Production density (kg/sm3),Gas Condensate mass (kg),Gas condensate volume (ksm3),Gas condensate volume (mb/d),Gas condensate density (kg/sm3),Injected water volume (m3),Injected water volume (mb/d),Water production volume (ksm3),Water production volume (mb/d),Operator Organisation Group,x,y
9459,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"9/14/2013, 8:00 PM",201309,09,September,2013,1306.1902,1451,0.30422633,900.2,,,,,-7.826,0.03060633,26,-0.301,,,,,38846,8.14471133,6117,1.282531,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9460,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"10/14/2013, 8:00 PM",201310,10,October,2013,0,0,0,0,,,,,0,0,0,0,,,,,36668,7.44005548,0,0,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9461,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"11/14/2013, 7:00 PM",201311,11,November,2013,0,0,0,0,,,,,0,0,0,0,,,,,15846,3.322378,0,0,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9462,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"12/14/2013, 7:00 PM",201312,12,December,2013,1769.6912,2036,0.41311097,869.2,,,,,70.884,0.04101097,36,1.969,,,,,16677,3.3838171,5435,1.10277903,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9463,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"1/14/2014, 7:00 PM",201401,01,January,2014,3715.1912,4298,0.87207806,864.4,,,,,167.321,0.0877179,77,2.173,,,,,3416,0.69311742,14352,2.9120671,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9464,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"2/14/2014, 7:00 PM",201402,02,Feburary,2014,8669.1907,9991,2.24440679,867.7,,,,,396.762,0.2245025,178,2.229,,,,,0,0,28375,6.37424107,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9465,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"3/14/2014, 8:00 PM",201403,03,March,2014,5611.2371,6367,1.29188484,881.3,,,,,149.49,0.12531129,110,1.359,,,,,38325,7.77626613,21304,4.32265032,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9466,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"4/14/2014, 8:00 PM",201404,04,April,2014,346.3712,392,0.08218933,883.6,,,,,10.626,0.00824017,7,1.518,,,,,105469,22.11333367,1394,0.29227533,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9467,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"5/14/2014, 8:00 PM",201405,05,May,2014,3202.8024,3678,0.74627806,870.8,,,,,88.855,0.07404758,65,1.367,,,,,51047,10.35760097,13466,2.73229484,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9468,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"6/14/2014, 8:00 PM",201406,06,June,2014,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9469,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"7/14/2014, 8:00 PM",201407,07,July,2014,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9470,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"8/14/2014, 8:00 PM",201408,08,August,2014,4521.5478,5151,1.04515452,877.8,,,,,332.212,0.10480581,92,3.611,,,,,0,0,15339,3.11233258,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9471,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"9/14/2014, 8:00 PM",201409,09,September,2014,8888.2936,10172,2.13272933,873.8,,,,,444.717,0.21306717,181,2.457,,,,,100038,20.974634,39486,8.278898,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9472,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"10/14/2014, 8:00 PM",201410,10,October,2014,9441.6168,10756,2.1824271,877.8,,,,,306.234,0.36568113,321,0.954,,,,,98427,19.97115581,44931,9.11664484,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9473,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"11/14/2014, 7:00 PM",201411,11,November,2014,8504.3596,9746,2.04341133,872.6,,,,,234.693,0.34490983,293,0.801,,,,,14330,3.00452333,44166,9.260138,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9474,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"12/14/2014, 7:00 PM",201412,12,December,2014,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9475,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"1/14/2015, 7:00 PM",201501,01,January,2015,7595.616,8544,1.73360516,889,,,,,302.058,0.19708048,173,1.746,,,,,0,0,45857,9.30453323,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9476,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"2/14/2015, 7:00 PM",201502,02,Feburary,2015,8207.7435,9405,2.11276607,872.7,,,,,318.06,0.2396375,190,1.674,,,,,46412,10.42612429,48782,10.95852786,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9477,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"3/14/2015, 8:00 PM",201503,03,March,2015,4916.4388,5642,1.14478,871.4,,,,,244.302,0.12986806,114,2.143,,,,,105884,21.48420516,30290,6.14593871,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9478,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"4/14/2015, 8:00 PM",201504,04,April,2015,7731.1665,8865,1.858695,872.1,,,,,285.147,0.21071283,179,1.593,,,,,85047,17.831521,51943,10.89071567,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9479,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"5/14/2015, 8:00 PM",201505,05,May,2015,10205.3215,11737,2.38147516,869.5,,,,,290.562,0.26998887,237,1.226,,,,,88767,18.01111065,72726,14.75634,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9480,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"6/14/2015, 8:00 PM",201506,06,June,2015,1584.1696,1808,0.37907733,876.2,,,,,72.742,0.04355517,37,1.966,,,,,26161,5.48508967,11136,2.334848,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9481,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"7/14/2015, 8:00 PM",201507,07,July,2015,0,0,0,0,,,,,0,0,0,0,,,,,0,0,1377,0.27939774,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9482,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"8/14/2015, 8:00 PM",201508,08,August,2015,10324.5012,11628,2.35935871,887.9,,,,,268.135,0.26771048,235,1.141,,,,,54322,11.02210903,57421,11.65090613,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9483,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"9/14/2015, 8:00 PM",201509,09,September,2015,6573.2931,7479,1.568097,878.9,,,,,203.095,0.17775217,151,1.345,,,,,3475,0.72859167,46803,9.813029,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9484,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"10/14/2015, 8:00 PM",201510,10,October,2015,10488.096,11940,2.42266452,878.4,,,,,336.918,0.27454565,241,1.398,,,,,0,0,66517,13.49651387,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9485,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"11/14/2015, 7:00 PM",201511,11,November,2015,10157.928,11649,2.442407,872,,,,,408.516,0.27781133,236,1.731,,,,,30140,6.31935333,60596,12.70496133,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9486,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"12/14/2015, 7:00 PM",201512,12,December,2015,9513.74,10904,2.21245677,872.5,,,,,316.58,0.25062258,220,1.439,,,,,112896,22.90696258,60789,12.33428419,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9487,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"1/14/2016, 7:00 PM",201601,01,January,2016,7931.8975,9091,1.84459323,872.5,,,,,260.912,0.20961161,184,1.418,,,,,105688,21.44443613,51963,10.54346032,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9488,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"2/14/2016, 7:00 PM",201602,02,Feburary,2016,7798.2717,8893,1.92886103,876.9,,,,,292.53,0.25572931,210,1.393,,,,,55836,12.11063586,46432,10.07094069,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9489,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"3/14/2016, 8:00 PM",201603,03,March,2016,6959.2833,7929,1.60881968,877.7,,,,,192,0.21872516,192,1,,,,,75847,15.38960097,45269,9.18522613,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9490,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"4/14/2016, 8:00 PM",201604,04,April,2016,9141.7683,10437,2.188291,875.9,,,,,252,0.296646,252,1,,,,,64631,13.55096633,56898,11.929614,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9491,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"5/14/2016, 8:00 PM",201605,05,May,2016,71494.4511,81867,16.61107839,873.3,,,,,258.916,0.22328194,196,1.321,,,,,51818,10.51403935,43414,8.80884065,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9492,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"6/14/2016, 8:00 PM",201606,06,June,2016,4539.1336,5224,1.09529867,868.9,,,,,201.597,0.1447915,123,1.639,,,,,92847,19.466921,26523,5.560989,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9493,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"7/14/2016, 8:00 PM",201607,07,July,2016,2567.7211,2947,0.59795581,871.3,,,,,113.988,0.07860435,69,1.652,,,,,70955,14.39699839,16987,3.4467171,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9494,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"8/14/2016, 8:00 PM",201608,08,August,2016,1395.3087,1593,0.32322484,875.9,,,,,43.776,0.04328935,38,1.152,,,,,38246,7.76023677,9006,1.82734645,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9495,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"9/14/2016, 8:00 PM",201609,09,September,2016,0,0,0,0,,,,,0,0,0,0,,,,,26354,5.52555533,0,0,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9496,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"10/14/2016, 8:00 PM",201610,10,October,2016,0,0,0,0,,,,,0,0,0,0,,,,,26634,5.40412452,0,0,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9497,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"11/14/2016, 7:00 PM",201611,11,November,2016,556.1184,636,0.133348,874.4,,,,,62.615,0.04120083,35,1.789,,,,,0,0,8381,1.75721633,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9498,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"12/14/2016, 7:00 PM",201612,12,December,2016,3036.9848,3494,0.70894387,869.2,,,,,0,0.20391565,179,0,,,,,28682,5.81967032,41393,8.39877323,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9499,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"1/14/2017, 7:00 PM",201701,01,January,2017,2703.459,3111,0.63123194,869,,,,,223,0.25404016,223,1,,,,,69752,14.15290581,39515,8.01772097,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9500,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"2/14/2017, 7:00 PM",201702,02,Feburary,2017,1760.594,2026,0.45512643,869,,,,,144,0.18162,144,1,,,,,70468,15.83013286,25852,5.80746714,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9501,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"3/14/2017, 8:00 PM",201703,03,March,2017,3196.629,3687,0.74810419,867,,,,,263,0.2996079,263,1,,,,,72221,14.65387387,39261,7.96618355,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9502,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"4/14/2017, 8:00 PM",201704,04,April,2017,0,0,0,0,,,,,0,0,0,0,,,,,1520,0.31869333,0,0,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9503,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"5/14/2017, 8:00 PM",201705,05,May,2017,795.0425,905,0.18362742,878.5,,,,,61.945,0.07404758,65,0.953,,,,,16592,3.36657032,11626,2.3589529,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9504,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"6/14/2017, 8:00 PM",201706,06,June,2017,1723.3272,1953,0.409479,882.4,,,,,155.906,0.16127183,137,1.138,,,,,66419,13.92585033,22702,4.75985267,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9505,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"7/14/2017, 8:00 PM",201707,07,July,2017,4447.642,5090,1.03277742,873.8,,,,,220.418,0.2654321,233,0.946,,,,,80796,16.39376903,52523,10.65708613,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9506,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"8/14/2017, 8:00 PM",201708,08,August,2017,6660.5108,7654,1.55302129,870.2,,,,,246.694,0.2996079,263,0.938,,,,,85050,17.25691935,48807,9.90309774,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9507,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"9/14/2017, 8:00 PM",201709,09,September,2017,6431.7792,7392,1.549856,870.1,,,,,236.628,0.296646,252,0.939,,,,,74458,15.61136067,44285,9.28508833,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9508,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"10/14/2017, 8:00 PM",201710,10,October,2017,9014.5674,10358,2.10167161,870.3,,,,,146.782,0.17999258,158,0.929,,,,,7347,1.49073,57010,11.5675129,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9509,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"11/14/2017, 7:00 PM",201711,11,November,2017,8669.4008,9974,2.09121533,869.2,,,,,138.32,0.17892933,152,0.91,,,,,0,0,51795,10.859685,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9510,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"12/14/2017, 7:00 PM",201712,12,December,2017,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9511,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"1/14/2018, 7:00 PM",201801,01,January,2018,199.575,225,0.04565323,887,,,,,5.274,0.00341758,3,1.758,,,,,46408,9.4163329,1980,0.40174839,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9512,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"2/14/2018, 7:00 PM",201802,02,Feburary,2018,6401.5,7316,1.64348714,875,,,,,222.333,0.13999875,111,2.003,,,,,82934,18.63053071,51390,11.54439643,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9513,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"3/14/2018, 8:00 PM",201803,03,March,2018,6187.44,7112,1.44304774,870,,,,,188.43,0.12531129,110,1.713,,,,,42978,8.72037484,44783,9.08661516,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9514,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"4/14/2018, 8:00 PM",201804,04,April,2018,7775.3286,8931,1.872533,870.6,,,,,218.508,0.16362617,139,1.572,,,,,0,0,50663,10.62234233,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9515,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"5/14/2018, 8:00 PM",201805,05,May,2018,4321.3024,4924,0.99909548,877.6,,,,,127.435,0.0877179,77,1.655,,,,,0,0,24431,4.95712871,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9516,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"6/14/2018, 8:00 PM",201806,06,June,2018,2011.9428,2268,0.475524,887.1,,,,,45.934,0.04002367,34,1.351,,,,,0,0,15205,3.18798167,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9517,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"7/14/2018, 8:00 PM",201807,07,July,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9518,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"8/14/2018, 8:00 PM",201808,08,August,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9519,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"9/14/2018, 8:00 PM",201809,09,September,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9520,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"10/14/2018, 8:00 PM",201810,10,October,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9521,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"11/14/2018, 7:00 PM",201811,11,November,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9522,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"12/14/2018, 7:00 PM",201812,12,December,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9523,CLAPHAM,CNS,CLAPHAM,OTL,Offshore Tanker Loader,Offshore,"1/14/2019, 7:00 PM",201901,01,January,2019,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,KOREA NATIONAL OIL CORPORATION,0.6437398440000379,57.23059624000007
9922,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2011, 7:00 PM",201101,01,January,2011,80417.9434,92159,18.69935839,872.6,,,,,3519.17,3.15670532,2771,1.27,,,,,477604,96.90739226,348793,70.77122484,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9923,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2011, 7:00 PM",201102,02,Feburary,2011,72494.4042,83394,18.73386643,869.3,,,,,3450.041,3.43438375,2723,1.267,,,,,430428,96.69257571,340526,76.49673357,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9924,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2011, 8:00 PM",201103,03,March,2011,71885.4816,82608,16.76142968,870.2,,,,,3402.048,3.10544161,2726,1.248,,,,,430459,87.34151968,327889,66.52973581,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9925,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2011, 8:00 PM",201104,04,April,2011,63294.9408,72453,15.190979,873.6,,,,,2974.14,2.75457,2340,1.271,,,,,595331,124.82106633,289079,60.61023033,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9926,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2011, 8:00 PM",201105,05,May,2011,59602.7982,68651,13.92950935,868.2,,,,,2760.66,2.51192177,2205,1.252,,,,,573592,116.3836671,263685,53.5025371,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9927,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2011, 8:00 PM",201106,06,June,2011,24913.1114,28858,6.05056067,863.3,,,,,1128.6,1.05945,900,1.254,,,,,177423,37.199689,111871,23.45561967,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9928,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2011, 8:00 PM",201107,07,July,2011,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9929,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2011, 8:00 PM",201108,08,August,2011,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9930,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2011, 8:00 PM",201109,09,September,2011,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9931,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2011, 8:00 PM",201110,10,October,2011,6536.7347,7523,1.52644097,868.9,,,,,231.363,0.1948021,171,1.353,,,,,104311,21.16503839,12220,2.47947742,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9932,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2011, 7:00 PM",201111,11,November,2011,49180.417,56810,11.91116333,865.7,,,,,2112.163,1.90818717,1621,1.303,,,,,279645,58.632235,215335,45.14857167,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9933,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2011, 7:00 PM",201112,12,December,2011,46567.6492,54004,10.95758581,862.3,,,,,1960.848,1.72359984,1513,1.296,,,,,349785,70.97250484,190210,38.59422258,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9934,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2012, 7:00 PM",201201,01,January,2012,49806.1242,57666,11.70061742,863.7,,,,,2114.896,1.87055581,1642,1.288,,,,,453628,92.04258452,224190,45.48887419,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9935,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2012, 7:00 PM",201202,02,Feburary,2012,42276.0564,48582,10.53726828,870.2,,,,,1717.408,1.59404603,1309,1.312,,,,,281368,61.02774897,171631,37.22617207,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9936,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2012, 8:00 PM",201203,03,March,2012,38275.6156,44321,8.99287387,863.6,,,,,1462.064,1.24855613,1096,1.334,,,,,350081,71.03256419,139635,28.33239194,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9937,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2012, 8:00 PM",201204,04,April,2012,51181.004,59080,12.38710667,866.3,,,,,2124.837,1.94350217,1651,1.287,,,,,312206,65.45919133,233702,48.99951933,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9938,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2012, 8:00 PM",201205,05,May,2012,27357.8514,31602,6.41214774,865.7,,,,,1392.75,1.28159274,1125,1.238,,,,,170130,34.51992581,103779,21.05709387,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9939,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2012, 8:00 PM",201206,06,June,2012,38051.0529,43873,9.19870567,867.3,,,,,2039.813,1.94114783,1649,1.237,,,,,384000,80.512,120926,25.35415133,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
9940,CLAYMORE,CNS,CLAYMORE,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2012, 8:00 PM",201207,07,July,2012,37219.624,42860,8.69643226,868.4,,,,,1883.752,1.7475229,1534,1.228,,,,,76689,15.56044548,144295,29.27792097,REPSOL SINOPEC RESOURCES,-0.2551478299999417,58.460501727000064
