OBJECTID,Field name,Field region,Reporting unit name,Reporting Unit Type Code,Reporting Unit Type Description,"Onshore,Offshore Flag",Reporting Period Date,Reporting Period in yyyymm format,Reporting Period Month,Reporting Period Month Name,Reporting Period Year,Oil Production Mass (tonnes),Oil Production Volume (m3),Oil Production volume (mb/d),Oil production density (Kg/m3),Dry gas production mass (tonnes),Dry gas production volume (ksm3),Dry Gas Production volume (MMscf/d),Dry Gas Production Density (kg/sm3),Associated gas production mass (tonnes),Associated Gas Production Volume (MMscf/d),Associated Gas Production Volume (ksm3),Associated Gas Production density (kg/sm3),Gas Condensate mass (kg),Gas condensate volume (ksm3),Gas condensate volume (mb/d),Gas condensate density (kg/sm3),Injected water volume (m3),Injected water volume (mb/d),Water production volume (ksm3),Water production volume (mb/d),Operator Organisation Group,x,y
356,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"6/14/2016, 8:00 PM",201606,06,June,2016,83369.575,88975,18.65509167,937,,,,,0,7.12068117,6049,0,,,,,1212490,254.21873667,1227955,257.46123167,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
357,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"7/14/2016, 8:00 PM",201607,07,July,2016,72765.546,77658,15.75705871,937,,,,,0,6.30087952,5531,0,,,,,1230680,249.70894194,1167422,236.87368968,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
358,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"8/14/2016, 8:00 PM",201608,08,August,2016,66779.053,71269,14.46071,937,,,,,0,5.76090177,5057,0,,,,,751542,152.49029613,1075131,218.14754806,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
359,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"9/14/2016, 8:00 PM",201609,09,September,2016,61596.288,65808,13.797744,936,,,,,0,5.572707,4734,0,,,,,1247169,261.489767,1036246,217.26624467,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
360,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"10/14/2016, 8:00 PM",201610,10,October,2016,0,76338,15.48922645,0,,,,,0,6.32252419,5550,0,,,,,1276177,258.94043,1326615,269.1744629,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
361,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"11/14/2016, 7:00 PM",201611,11,November,2016,64449.042,68709,14.405987,938,,,,,0,5.86229,4980,0,,,,,1098561,230.331623,1092259,229.01030367,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
362,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"12/14/2016, 7:00 PM",201612,12,December,2016,65605.596,69942,14.19145742,938,,,,,3752.694,5.88849145,5169,0.726,,,,,1318706,267.56970129,1187812,241.01088645,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
363,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"1/14/2017, 7:00 PM",201701,01,January,2017,68579.445,73347,14.8823429,935,,,,,3837.4,6.24505903,5482,0.7,,,,,1353975,274.72589516,1236193,250.82754742,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
364,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"2/14/2017, 7:00 PM",201702,02,Feburary,2017,58625.938,62501,14.04040321,938,,,,,3407.118,5.91904625,4693,0.726,,,,,792844,178.10674143,1068257,239.97630464,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
365,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"3/14/2017, 8:00 PM",201703,03,March,2017,76835.332,81914,16.62061484,938,,,,,4257.99,6.68137016,5865,0.726,,,,,1405925,285.26671774,1263890,256.44735806,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
366,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"4/14/2017, 8:00 PM",201704,04,April,2017,69807.437,74501,15.62037633,937,,,,,3977.754,6.44969617,5479,0.726,,,,,1281071,268.59788633,1132905,237.532415,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
367,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"5/14/2017, 8:00 PM",201705,05,May,2017,70735.5272,75556,15.33055613,936.2,,,,,4057.614,6.36695274,5589,0.726,,,,,1340211,271.93313516,1263447,256.35747194,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
368,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"6/14/2017, 8:00 PM",201706,06,June,2017,64162.949,68477,14.35734433,937,,,,,3679.368,5.96588067,5068,0.726,,,,,1157183,242.62270233,1158119,242.81895033,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
369,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"7/14/2017, 8:00 PM",201707,07,July,2017,36584.228,39044,7.92215355,937,,,,,2198.328,3.44947806,3028,0.726,,,,,680233,138.02147,718315,145.74843065,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
370,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"8/14/2017, 8:00 PM",201708,08,August,2017,36938.506,39460,8.00656129,936.1,,,,,2114.838,3.31847081,2913,0.726,,,,,383212,77.75495097,645167,130.90646548,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
371,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"9/14/2017, 8:00 PM",201709,09,September,2017,59295.1782,63201,13.251143,938.2,,,,,3513.84,5.69748667,4840,0.726,,,,,1033023,216.590489,1126023,236.089489,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
372,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"10/14/2017, 8:00 PM",201710,10,October,2017,55051.1181,58509,11.87166484,940.9,,,,,3333.066,5.23003758,4591,0.726,,,,,887496,180.07580129,1117406,226.72528194,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
373,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"11/14/2017, 7:00 PM",201711,11,November,2017,56764.3598,60119,12.60495033,944.2,,,,,3444.144,5.58447867,4744,0.726,,,,,1083658,227.20696067,1176337,246.63865767,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
374,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"12/14/2017, 7:00 PM",201712,12,December,2017,53836.92,56790,11.52287419,948,,,,,3097.842,4.86093887,4267,0.726,,,,,912286,185.10577226,1076061,218.33624806,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
375,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"1/14/2018, 7:00 PM",201801,01,January,2018,53142.036,56057,11.37414613,948,,,,,3012.174,4.72651403,4149,0.726,,,,,933222,189.35375419,1044452,211.92268,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
376,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"2/14/2018, 7:00 PM",201802,02,Feburary,2018,47292.525,50045,11.24225179,945,,,,,2321.748,4.0334775,3198,0.726,,,,,347737,78.11663321,726718,163.25200786,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
377,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"3/14/2018, 8:00 PM",201803,03,March,2018,49403.304,52680,10.68894194,937.8,,,,,2774.046,4.35285855,3821,0.726,,,,,823271,167.04434161,900337,182.68128161,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
378,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"4/14/2018, 8:00 PM",201804,04,April,2018,56210.6355,58767,12.321481,956.5,,,,,3109.458,5.04180483,4283,0.726,,,,,1251815,262.46387833,1094730,229.52839,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
379,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"5/14/2018, 8:00 PM",201805,05,May,2018,55888.7952,59672,12.10764129,936.6,,,,,3158.826,4.95663113,4351,0.726,,,,,977490,198.33587419,1152467,233.83927194,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
380,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"6/14/2018, 8:00 PM",201806,06,June,2018,54396.2288,58066,12.17450467,936.8,,,,,3165.36,5.13244667,4360,0.726,,,,,888521,186.29323633,1130519,237.03215033,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
381,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"7/14/2018, 8:00 PM",201807,07,July,2018,52966.4013,56691,11.50278677,934.3,,,,,2982.408,4.6798071,4108,0.726,,,,,1057532,214.57665419,1076158,218.35592968,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
382,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"8/14/2018, 8:00 PM",201808,08,August,2018,55407.456,59196,12.01105935,936,,,,,3245.946,5.09333435,4471,0.726,,,,,1157754,234.91202129,1146045,232.53622742,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
383,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"9/14/2018, 8:00 PM",201809,09,September,2018,47540.241,50715,10.633245,937.4,,,,,2800.908,4.541509,3858,0.726,,,,,738688,154.87825067,974876,204.39900133,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
384,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"10/14/2018, 8:00 PM",201810,10,October,2018,51958.2072,55428,11.24652,937.4,,,,,2625.942,4.12046306,3617,0.726,,,,,624040,126.61972903,805622,163.46330258,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
385,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"11/14/2018, 7:00 PM",201811,11,November,2018,62130.913,66365,13.91452833,936.2,,,,,3135.594,5.08418283,4319,0.726,,,,,790924,165.83039867,892203,187.065229,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
386,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"12/14/2018, 7:00 PM",201812,12,December,2018,56570.904,60439,12.26326806,936,,,,,3128.334,4.908785,4309,0.726,,,,,1017202,206.3935671,996707,202.23506548,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
387,ALBA,CNS,ALBA,OTL,Offshore Tanker Loader,Offshore,"1/14/2019, 7:00 PM",201901,01,January,2019,58311.8298,62419,12.66501645,934.2,,,,,3298.218,5.17535629,4543,0.726,,,,,1270900,257.86970968,1133813,230.05431516,CHEVRON CORPORATION,1.1075774570000476,58.040401822000035
388,ALDER,CNS,ALDER,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2016, 7:00 PM",201611,11,November,2016,30974.56,42085,8.82382167,736,,,,,55925.75,77.45168083,65795,0.85,,,,,0,0,791,0.16584633,CHEVRON CORPORATION,0.7070514810000645,58.09739292800003
389,ALDER,CNS,ALDER,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2016, 7:00 PM",201612,12,December,2016,45259.814,60605,12.29695,746.8,,,,,81577.9,109.33296161,95974,0.85,,,,,0,0,1056,0.21426581,CHEVRON CORPORATION,0.7070514810000645,58.09739292800003
390,ALDER,CNS,ALDER,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2017, 7:00 PM",201701,01,January,2017,38353.7385,51447,10.43876226,745.5,,,,,70141.15,94.00511242,82519,0.85,,,,,0,0,856,0.17368516,CHEVRON CORPORATION,0.7070514810000645,58.09739292800003
391,ALDER,CNS,ALDER,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2017, 7:00 PM",201702,02,Feburary,2017,32628.057,43302,9.727485,753.5,,,,,59030.4,86.5722,68640,0.86,,,,,0,0,263,0.05908107,CHEVRON CORPORATION,0.7070514810000645,58.09739292800003
